st2,GEOID,lake,lat,lon
AL,1029,Terrapin Creek Lake Number 31 at Cleburne county ,33.8922551415908,-85.5270491132921
AL,1019,Woods Lake at Cherokee county ,34.0032522926936,-85.6266639496277
AL,1049,Cashs Lake at DeKalb county ,34.3172672312132,-85.7360092952776
AL,1111,New Hope Lake at Randolph county ,33.3195438741707,-85.423930669193
AL,1111,Mcmanus Pond at Randolph county ,33.2640814203063,-85.4242809680114
AL,1029,Owens Lake at Cleburne county ,33.6963415269385,-85.5575329096534
AL,1029,Robinson Lake at Cleburne county ,33.601346777435,-85.6367629592213
AL,1019,Arrington Lake Number 1 at Cherokee county ,33.9641534635828,-85.438267463137
AL,1029,Creighton Number 2 Lake at Cleburne county ,33.5460438647181,-85.6564748851793
AL,1049,Moon Lake at DeKalb county ,34.5669564478327,-85.573783633187
AL,1027,Burchfield Lake at Clay county ,33.3971604284174,-85.7972673201653
AL,1111,Nelson Lake at Randolph county ,33.4048745648959,-85.4954705382469
AL,1029,Thomas Lake at Cleburne county ,33.6465935654008,-85.6164239302754
AL,1029,White Lake Number 1 at Cleburne county ,33.5753591500567,-85.6830850524342
AL,1027,Clay County Lake at Clay county ,33.4305485378181,-85.7030609686219
AL,1029,Terrapin Creek Lake Number 22 at Cleburne county ,33.8773065499926,-85.4300870496795
AL,1049,Achunachi Lake at DeKalb county ,34.5282003207808,-85.6215970707024
AL,1029,Lost Creek Lake Number 2 at Cleburne county ,33.5710344028076,-85.3468471761175
AL,1029,Lost Creek Lake Number 4 at Cleburne county ,33.5411114565551,-85.3692383333129
AL,1019,Terrapin Creek Lake Number 17 at Cherokee county ,33.9999927037267,-85.4466276276893
AL,1073,Crest Lake at Jefferson county ,33.3585411471753,-86.859162027432
AL,1117,Fultons Lake at Shelby county ,33.2310453524981,-86.7874861496235
AL,1117,Kimberly Clark Lake at Shelby county ,33.2462049624058,-86.7734191889129
AL,1117,Bowden Lake at Shelby county ,33.2490229142791,-86.6827671497312
AL,1117,Bounds Lake at Shelby county ,33.2264417681805,-86.7189540909739
AL,1117,Dobbin Brothers Lake at Shelby county ,33.2559883800704,-86.7870911739189
AL,1089,Intergraph Lake at Madison county ,34.6736597849305,-86.7442106382235
AL,1089,McDaniel's Pond at Madison county ,34.7379328196979,-86.7738184909531
AL,1073,B Mountain Lake at Jefferson county ,33.3661310319885,-86.8753555825601
AL,1073,Scout Lake at Jefferson county ,33.3443568407315,-86.8565473634446
AL,1073,Lake Trace at Jefferson county ,33.3395310554785,-86.8600338280149
AL,1073,Star Lake at Jefferson county ,33.4010413307259,-86.8141140841505
AL,1073,Guyton Lake at Jefferson county ,33.3353081260375,-86.8850572017335
AL,1073,Johnsons Lake at Jefferson county ,33.3280684906189,-86.8919083985337
AL,1103,Morgan Lake at Morgan county ,34.5645415377995,-86.9842410601219
AL,1089,"Smith, Walker and Johnson Lake at Madison county ",34.6867229423463,-86.3702215578919
AL,1125,Lake Nicol at Tuscaloosa county ,33.3041826848118,-87.4801444420274
AL,1007,Giles Lake at Bibb county ,33.2269400227013,-87.1551623065423
AL,1125,Gilbert Thomas Lake at Tuscaloosa county ,33.2866890405814,-87.098503675398
AL,1007,Miller Lake at Bibb county ,33.231204005339,-87.1460346182702
AL,1125,Ski Lake at Tuscaloosa county ,33.2877478769224,-87.1415660081231
AL,1125,Rockview Lake at Tuscaloosa county ,33.2871693196045,-87.0907898980136
AL,1083,Burgreen Lake at Limestone county ,34.7266945152199,-86.7983453529749
AL,1089,Walden Pond at Madison county ,34.7260036815324,-86.7791401926778
AL,1049,Well Flat at DeKalb county ,34.757750675891,-85.5868996831323
AL,1125,Lake Forest at Tuscaloosa county ,33.1958209427457,-87.5343764614089
AL,1125,Springhill Lake at Tuscaloosa county ,33.1590805956317,-87.4869511587922
AL,1103,Lake Chulavista at Morgan county ,34.5357444847053,-87.0603748178256
AL,1089,Duck Pond at Madison county ,34.7217673909051,-86.6431787082889
AL,1125,William Bacon Oliver Lake at Tuscaloosa county ,33.2314108130634,-87.5250472499184
AL,1125,Northwood Lake at Tuscaloosa county ,33.252799789973,-87.5812807531473
AL,1117,Wilborn Lake at Shelby county ,33.3270659150221,-86.8594915331993
AL,1015,Finks Lake at Calhoun county ,33.7435106816231,-85.8426702214665
AL,1015,Hillabee Reservoir at Calhoun county ,33.5690122737911,-85.7474487225232
AL,1015,Crystal Springs Lake at Calhoun county ,33.85538543357,-85.9094054001023
AL,1015,Boozer's Lake at Calhoun county ,33.8328059583766,-85.8018157089385
AL,1113,Moon Lake at Russell county ,32.4984615532458,-85.0088582411698
AL,1079,Swoop Pond at Lawrence county ,34.6845695555865,-87.260070001821
AL,1115,Big Oak Girl's Ranch Lake at St. Clair county ,33.8257370872413,-86.3853020714291
AL,1125,Marrs Spring at Tuscaloosa county ,33.2145250926856,-87.5479491912873
AL,1125,Palmer Lake at Tuscaloosa county ,33.2179492775971,-87.5474976474117
AL,1125,Lake Lurleen at Tuscaloosa county ,33.2961970097879,-87.6807894838828
AL,1125,Lake Arnedra at Tuscaloosa county ,33.290321267963,-87.7005305828395
AL,1129,D R Stallworth Pond at Washington county ,31.2638471575597,-88.3525827927786
AL,1117,Old Lake at Shelby county ,33.348357388701,-86.7235561441729
AL,1117,Lunker Lake at Shelby county ,33.378876805441,-86.6923756438104
AL,1117,Beaver Lake at Shelby county ,33.3703665225616,-86.702013426363
AL,1003,Shelby Lake at Baldwin county ,30.2605000731858,-87.6633536015836
AL,1003,Middle River at Baldwin county ,30.2689897822313,-87.6222711511838
AL,1003,Little Lake at Baldwin county ,30.2735499466605,-87.6153499415469
AL,1003,Middle Lake at Baldwin county ,30.2629698596912,-87.637106311935
AL,1003,Reeder Lake at Baldwin county ,30.482899307742,-87.4424883926186
AL,1003,Ingram Bayou at Baldwin county ,30.3178285072205,-87.5551726669173
AL,1003,Bay La Launch at Baldwin county ,30.3054512755875,-87.5581816854329
AL,1003,Wolf Bay at Baldwin county ,30.3207169398762,-87.5926458373701
AL,1025,Fishing Lake at Clarke county ,31.2608188760052,-87.9477899516239
AL,1129,Hellcat Lake at Washington county ,31.2434911781667,-87.9574266794056
AL,1129,Side Lake Bayou at Washington county ,31.291791132919,-87.9530172029937
AL,1129,Otter Bayou at Washington county ,31.2931534025298,-87.9633382119549
AL,1129,Three Rivers Lake at Washington county ,31.3021193713885,-87.9725362818268
AL,1099,Smith Lake at Monroe county ,31.3140393861677,-87.7556784444636
AL,1025,Choctaw Lake at Clarke county ,31.369437132277,-87.7572184902704
AL,1047,"William ""Bill"" Dannelly Reservoir at Dallas county ",32.146151520007,-87.264885755387
AL,1011,Martin Lake at Bullock county ,32.0860683319128,-85.7645358842488
AL,1011,Goodman Lake at Bullock county ,32.0682580024856,-85.7663189931214
AL,1011,Allen Lake at Bullock county ,32.0678480533168,-85.7710778805354
AL,1051,Thurlow Reservoir at Elmore county ,32.5508163215795,-85.8879444857432
AL,1073,East Lake at Jefferson county ,33.5699361128137,-86.7260032634548
AL,1081,Lake Thel at Lee county ,32.5393852507327,-85.1106678095115
AL,1085,Gaston Lake Two at Lowndes county ,32.0741154628086,-86.4784778167642
AL,1025,Horseshoe Lake at Clarke county ,31.6565844171572,-88.0661457133065
AL,1089,Lady Ann Lake at Madison county ,34.6664962942764,-86.723225885941
AL,1073,Echo Lake at Jefferson county ,33.7278135429163,-86.5421855405126
AL,1073,Lake in the Woods at Jefferson county ,33.7129973131467,-86.5621153680052
AL,1073,Hidden Vally Lake at Jefferson county ,33.6935312093228,-86.5855597306155
AL,1073,Old Camp Cosby Lake at Jefferson county ,33.6849088639306,-86.6247036635564
AL,1073,Hubbard Lake at Jefferson county ,33.6757762794459,-86.539671964517
AL,1073,Holcomb Lake at Jefferson county ,33.6518949847272,-86.5454298568534
AL,1073,Windsong Lake at Jefferson county ,33.6295899030127,-86.5585313316089
AL,1073,Wild Acres Lake at Jefferson county ,33.6280952943053,-86.55085211967
AL,1107,Aliceville Lake at Pickens county ,33.2466575272153,-88.2887657071936
AL,1003,Roberts Bayou at Baldwin county ,30.3254085794185,-87.5359532702426
AL,1053,Leon Brooks Hines Lake at Escambia county ,31.0308393981906,-86.8317054112253
AL,1073,Lake 2 at Jefferson county ,33.6399410001845,-86.535459090571
AL,1003,Cook Lake at Baldwin county ,30.5169318516384,-87.517226521398
AL,1003,Pace Lake at Baldwin county ,30.5211198328406,-87.5098152500238
AL,1125,Harris Lake at Tuscaloosa county ,33.2717938222624,-87.476490975467
AL,1069,Emerald Lake at Houston county ,31.2551805887582,-85.4155006610757
AL,1117,Long Branch Lake at Shelby county ,33.1111220960484,-86.6746081935438
AL,1097,Gaillard Lake at Mobile county ,30.2472158509271,-88.0877835046088
AL,1059,Sloss Lake at Franklin county ,34.4868233678786,-87.7099589571178
AL,1059,City Lake at Franklin county ,34.5214524732655,-87.7388350048354
AL,1003,Big Bateau Bay at Baldwin county ,30.7039878039295,-87.9506690211004
AL,1125,Indian Lake at Tuscaloosa county ,33.2447842727118,-87.5534998868528
AL,1073,Sea Lions at Jefferson county ,33.4873996907517,-86.7780374866451
AL,1073,American Alligator at Jefferson county ,33.4867216555527,-86.7776027915011
AL,1073,Flamingo at Jefferson county ,33.4864815953147,-86.778346763606
AL,1073,Reflection Pool at Jefferson county ,33.4909972237358,-86.7755250198337
AL,1073,Pelican Lake at Jefferson county ,33.4868372304099,-86.7781879277692
AL,1113,Asbury Park Lake at Russell county ,32.4290758782611,-85.0148949441124
AL,1073,City of Birmingham - Roebuck Plaza Lake at Jefferson county ,33.5998910616433,-86.6321846414756
AL,1003,Steelwood Lake at Baldwin county ,30.700093646021,-87.7331101372167
AL,1073,Zamora Lake at Jefferson county ,33.7520131300075,-86.6059356401875
AL,1009,Lake Pittman at Blount county ,33.7665753401183,-86.6077480619398
AL,1009,Mountain Lake at Blount county ,33.7798372513661,-86.61314479806
AL,1073,Woodhaven Lake at Jefferson county ,33.7630563852639,-86.6158525726885
AL,1039,Open Pond at Covington county ,31.0911011509369,-86.5479083343731
AL,1009,Highland Lake at Blount county ,33.8874615766897,-86.4236104081616
AL,1009,Sugarland Lake at Blount county ,33.8976799686739,-86.4075086255564
AL,1009,McKay Lake at Blount county ,33.9055393820058,-86.4072518698314
AL,1009,Inland Lake at Blount county ,33.8411906686402,-86.5169715515705
AL,1061,Lakeside Estates Lake at Geneva county ,31.0080202243235,-85.8880514913399
AL,1115,Tekawitha Lake at St. Clair county ,33.7710407665418,-86.5537507816145
AL,1003,Patterson Lake at Baldwin county ,31.1613409212129,-87.7053707429246
AL,1029,Coleman Lake at Cleburne county ,33.7818364492105,-85.5603663181954
AL,1009,Curtis Williams Lake at Blount county ,34.1892346405374,-86.4947937838375
AL,1089,Jake's Bog at Madison county ,34.5853824218448,-86.7254162720651
AL,1117,Lay lake at Shelby county ,33.0298027388857,-86.5181387959054
AL,1065,Cypress Cutoff Lake at Hale county ,32.9713736533629,-87.7266612536229
AL,1065,Payne Lake at Hale county ,32.8862877106606,-87.4427407733613
AL,1083,Lake Gary at Limestone county ,34.6936897009003,-86.8135793780655
AL,1013,Sherling Lake;Lower Lake at Butler county ,31.8969705606865,-86.6810073888365
AL,1123,Junior College Lake at Tallapoosa county ,32.923074645447,-85.9453547125094
AL,1081,Prather Lake at Lee county ,32.6078456937141,-85.4552117961101
AL,1069,Wheelless Lake at Houston county ,31.2295213108717,-85.4925391083707
AL,1081,Websters Pond at Lee county ,32.5992639159642,-85.5246771111416
AL,1115,Elam Lake at St. Clair county ,33.7682900396739,-86.4823880722904
AL,1115,Macdonald Lake at St. Clair county ,33.7853119636906,-86.4587910841778
AL,1059,Elliott Reservoir at Franklin county ,34.5169070838533,-87.7992224763101
AL,1115,Lake Sumatanga at St. Clair county ,33.9574555823987,-86.2639799465616
AL,1083,Hatfield Lake at Limestone county ,34.7607992647413,-86.9479777573933
AL,1007,Kimberly Clark Paper Company Lake at Bibb county ,33.0811138168968,-87.0407332915522
AL,1109,Crowes Pond at Pike county ,31.8107178714886,-85.9431222563544
AL,1039,Lake Jackson at Covington county ,30.9943790239601,-86.3253790971664
AL,1039,Thomas Pond at Covington county ,31.0248976990002,-86.3053415357876
AL,1101,Belser Lake at Montgomery county ,32.3436206571339,-86.0610907533105
AL,1109,Sorrell Lake at Pike county ,31.833118039442,-85.8308615996242
AL,1109,Pine Lake at Pike county ,31.8334103725216,-85.8387557485627
AL,1083,Alden Lake at Limestone county ,34.7705781809568,-86.7900401988208
AL,1089,Romine Lake at Madison county ,34.7533225103633,-86.7786529503891
AL,1115,Springville Sportsman's Lake at St. Clair county ,33.7182412821862,-86.4162368768355
AL,1115,Clayton Lake at St. Clair county ,33.6388883368209,-86.4028005750595
AL,1115,Tabb Lake at St. Clair county ,33.6394038702522,-86.3148922815574
AL,1073,Georgetown Lake at Jefferson county ,33.4029032052011,-86.7968386618662
AL,1125,Prudes Mill Pond at Tuscaloosa county ,33.2202768500648,-87.4461631093693
AL,1099,Steels Lake Number One at Monroe county ,31.7426702240488,-87.1824322255061
AL,1097,Dawes Lake at Mobile county ,30.6229864108787,-88.2483722862788
AL,1025,Coffeeville Lake at Clarke county ,31.7559697790779,-88.1330722471331
AL,1005,Logue's Pond at Barbour county ,31.9591643209973,-85.1295402727627
AL,1081,Greg Lake at Lee county ,32.5531866006371,-85.4859136623138
AL,1081,Auburn Outing Club Lake at Lee county ,32.5516582187466,-85.4918539473937
AL,1081,Barksdale Lake at Lee county ,32.5513402604886,-85.4979909740533
AL,1081,Pam Lake at Lee county ,32.5520188929778,-85.5021710508238
AL,1081,Lake Ogletree at Lee county ,32.5541786773904,-85.4407762224127
AL,1081,Hamilton Lake at Lee county ,32.6049133287931,-85.4189687392494
AL,1081,Jones Lake at Lee county ,32.5731908432489,-85.4219590210699
AL,1081,Ogletree Outing Club Lake at Lee county ,32.6302722438803,-85.5074656173667
AL,1081,Orr Estates Lake at Lee county ,32.6124314134152,-85.4163211812237
AL,1081,Plainsman Lake at Lee county ,32.6069273322182,-85.5196967492597
AL,1081,Richards Pond at Lee county ,32.5922884617769,-85.5205294965563
AL,1081,Lundy Chase Lake at Lee county ,32.6225284275961,-85.5289407858771
AL,1097,Joy Springs Pond at Mobile county ,30.6554598967176,-88.130129930538
AL,1073,Liberty Lake at Jefferson county ,33.467473711299,-86.6918966061757
AL,1117,Farmhouse Lake at Shelby county ,33.4215263264507,-86.6330027525794
AL,1117,Spoonwood at Shelby county ,33.407816039527,-86.6233587215249
AL,1015,McCullars Lake Number Two at Calhoun county ,33.7862441160968,-85.9362841839226
AL,1097,Mirror Lake at Mobile county ,30.6912799740667,-88.1328598915294
AL,1051,Cobbs Lake at Elmore county ,32.442813084532,-86.3715212939123
AL,1125,Lake Tamaha at Tuscaloosa county ,33.2282577692422,-87.5010836199686
AL,1081,Auburn Farm Storage Pond at Lee county ,32.6553320653651,-85.4918342123528
AL,1101,Lake Cameron at Montgomery county ,32.3508690865251,-86.0248052303768
AL,1063,Carpenters Lake at Greene county ,32.999703582619,-88.0492685590991
AL,1091,Owensby Lake Number One at Marengo county ,32.3108927581715,-87.8099540409049
AL,1091,Paul S Owensby Lake Number Two at Marengo county ,32.30769472531,-87.8091255916015
AL,1121,Harbert Lake at Talladega county ,33.2658291297496,-86.3999609910822
AL,1089,Legacy Lake at Madison county ,34.7809267605048,-86.5713206623122
AL,1101,Russells Lake at Montgomery county ,31.981107293889,-86.2938741889903
AL,1083,retention pond at Limestone county ,34.6857337733836,-86.8096123284073
AL,1013,Upper Lake at Butler county ,31.8950091364019,-86.6756768373035
AL,1125,Mimosa Lake at Tuscaloosa county ,33.1560829104433,-87.5669965649781
AL,1123,Monaghan Lake at Tallapoosa county ,33.0210924832695,-85.6195739725626
AL,1111,Little Ketchepedrakee Creek at Randolph county ,33.4370101147657,-85.6148952032869
AL,1111,Mad Indian Creek at Randolph county ,33.3412948491865,-85.6091539389998
AL,1111,Andanley Branch at Randolph county ,33.3218596555324,-85.5355901976425
AL,1111,Ketchepedrakee Creek at Randolph county ,33.4468736417806,-85.6175688748068
AL,1039,Lee Pond at Covington county ,31.4669769362701,-86.6768990399136
AL,1039,Franklin Pond at Covington county ,31.496771853722,-86.4333672243732
AL,1039,Sims Pond at Covington county ,31.4599104703225,-86.4285374481108
AL,1039,Nall Pond at Covington county ,31.4791816802321,-86.5704128487351
AL,1039,Bryant Pond at Covington county ,31.4798311179805,-86.5682308414635
AL,1039,Ingram Pond at Covington county ,31.4758978584201,-86.5633909171448
AL,1117,Lake Dixie at Shelby county ,33.4304520286931,-86.6981511406114
AL,1091,Demopolis Country Club Lake at Marengo county ,32.5003362966051,-87.8616937550613
AL,1117,Acton Lake at Shelby county ,33.3592874565186,-86.8077196307848
AL,1117,Veterans Park Lake at Shelby county ,33.3917286669996,-86.7235320640008
AL,1073,Howard Lake at Jefferson county ,33.3865544155331,-86.8044936172909
AL,1003,Lake Victoria at Baldwin county ,30.5028545882622,-87.7874148047681
AL,1073,Grantham Lake at Jefferson county ,33.3317620779961,-87.0651707396237
AL,1073,Big Lake at Jefferson county ,33.3306698058439,-87.0700711704159
AL,1073,Ellis Lake at Jefferson county ,33.3277525809361,-87.0673983074293
AL,1073,MaterialSlope Pond at Jefferson county ,33.4317098188082,-87.1349204350393
AL,1073,Oak Grove Settlement Pond at Jefferson county ,33.4300209511256,-87.1274376911839
AL,1029,Cheaha Lake at Cleburne county ,33.4729977001903,-85.8218775568912
AL,1003,Beaver Pond at Baldwin county ,30.7511047907742,-87.9103336786343
AL,1005,Easterling Pond at Barbour county ,31.7132611213901,-85.6033315239039
AL,1005,Prices Pond at Barbour county ,31.7135788698786,-85.6135805964708
AL,1119,Duck Pond at Sumter county ,32.5936656707755,-88.1860943656181
AL,1043,Twin Fork Lake at Cullman county ,34.1848277236561,-86.73077056586
AL,1059,Bear Creek Reservoir at Franklin county ,34.3870361163518,-87.9695843179239
AL,1005,Weston Lake at Barbour county ,31.7637332332982,-85.5880096617687
AL,1113,Williams Lake at Russell county ,32.4428557210411,-85.2395492157607
AL,1099,Whitey Lee Lake at Monroe county ,31.5139810505059,-87.3436923240092
AL,1001,Grahamhaven Lake at Autauga county ,32.467981443204,-86.4341183656116
AL,1051,Williamsons Lake at Elmore county ,32.5138470068269,-86.3715123655201
AL,1103,White Farms Pond at Morgan county ,34.5403676073356,-86.8841399804123
AL,1103,Estes Pond at Morgan county ,34.3837268464758,-86.6417255336451
AL,1103,Jacob Estes Pond at Morgan county ,34.3873580044263,-86.6418410837015
AL,1103,Jesse Estes Pond at Morgan county ,34.385808497776,-86.6392721221382
AL,1047,Moore's Pond at Dallas county ,32.34574086697,-86.956212985097
AL,1047,Craig Field Lake at Dallas county ,32.3553911943406,-86.9860233147131
AL,1047,Plummer Lake at Dallas county ,32.3178717979334,-86.9200142195888
AL,1073,McKelveys Lakes at Jefferson county ,33.338088418119,-87.021456467447
AL,1083,Lake Ida at Limestone county ,34.7960374457009,-86.9283142422951
AL,1083,Jake's Lagoon at Limestone county ,34.7047541215875,-86.7927567406529
AL,1133,Haleyville City Lake at Winston county ,34.2268486030311,-87.6008039665409
AL,1117,Edenton Pond at Shelby county ,33.4286699578437,-86.6931064423405
AL,1117,Hargis Lake at Shelby county ,33.3675335737333,-86.5961365097676
AL,1117,Chelsea Game Reserve Lake at Shelby county ,33.377711680092,-86.5793991864772
AL,1069,Drainage Pond at Houston county ,31.1973528236239,-85.4211554869287
AL,1069,Due West Pond at Houston county ,31.1974121104759,-85.4187527259911
AL,1069,Eastgate lake at Houston county ,31.1635605232581,-85.3164014635403
AL,1069,Eastgate Pond at Houston county ,31.1637389226145,-85.3128311831566
AL,1083,Braly Lake at Limestone county ,34.7737577681146,-86.9452056044674
AL,1079,Oakville Pond at Lawrence county ,34.4452830596866,-87.1760179012059
AL,1103,Cave Spring at Morgan county ,34.5360496657914,-86.8894607081337
AL,1121,Lambert Lake at Talladega county ,33.5670947505977,-85.8724355514336
AL,1015,Choccolocco Lake at Calhoun county ,33.6136477652502,-85.9939126841275
AL,1015,Rod and Reel Lake at Calhoun county ,33.6090154048513,-86.0018289117347
AL,1069,Whispering Oaks Lake at Houston county ,31.209921278448,-85.4907294583275
AL,1089,Madison Quarry at Madison county ,34.675564864447,-86.7302221565135
AL,1115,Baswell Lake at St. Clair county ,33.8405516340659,-86.2084078253068
AL,1089,Addison Park Lake at Madison county ,34.7754506212074,-86.6737998593758
AL,1089,Back 36 Lake at Madison county ,34.7738027118945,-86.6793282755073
AL,1083,Old Thomas Pond at Limestone county ,34.9678893103973,-86.936293520443
AL,1089,Spencer Pond at Madison county ,34.7324198922794,-86.7643847994807
AL,1089,Thorneywood Pond at Madison county ,34.731626301086,-86.7664249474746
AL,1069,Spann Ponds at Houston county ,31.2329589318564,-85.4752534366611
AL,1083,Quarry Pond at Limestone county ,34.8925120592691,-87.0401230951448
AL,1089,Aviation Pond at Madison county ,34.7112820758269,-86.6412487019107
AL,1083,Anitoch Dam at Limestone county ,34.9306525171413,-86.9966552218667
AL,1081,Pond Number S-14 at Lee county ,32.6734036560066,-85.505469273536
AL,1081,Pond Number S-6 at Lee county ,32.6765426690307,-85.5128618016922
AL,1049,DeKalb County Public Lake at DeKalb county ,34.5767742846055,-85.7991615745938
AL,1029,Old CCC Reservoir at Cleburne county ,33.4842061371904,-85.8132328526471
AL,1069,Greystone Lake at Houston county ,31.2066445947854,-85.4530126475743
AL,1069,Woodlands Pond at Houston county ,31.2593127809958,-85.4508588501784
AL,1043,Sportsman Lake at Cullman county ,34.1905524764359,-86.8613120388783
AL,1081,+5 Income Family and Friends Pond at Lee county ,32.5901134689675,-85.1573755970406
AL,1089,Jimmy Johnston Lake at Madison county ,34.8938665985108,-86.4453556971925
AL,1113,Lake Bickerstaff at Russell county ,32.3779179650137,-85.0029526609117
AL,1073,Lake George at Jefferson county ,33.5717412040369,-86.6090558094417
AL,1073,Mountain Lake at Jefferson county ,33.5841924895646,-86.6229155525023
AL,1115,H. Neely Henry Lake at St. Clair county ,33.8440342646441,-86.0745046664388
AL,1085,Hammond Lake at Lowndes county ,32.0963805672054,-86.521351175382
AL,1085,Gaston Lake at Lowndes county ,32.0770762484672,-86.4728222602094
AL,1085,Cedar Lake at Lowndes county ,32.0864932328883,-86.4788638742777
