NAME,lake,st2,lat,lon,area
New Castle,Colton Meadow & St. George's Heights,DE,39.5592416418413,-75.6490525012714,0.00676435826330023
Sussex,West Lake,DE,38.5257649886807,-75.0656018919051,0.0201530549455618
Sussex,Sheel Beach Pond,DE,38.8355469194815,-75.2498358043351,0.0587278155025305
New Castle,Branch Canal,DE,39.5658758924692,-75.5924003261424,0.180897228063894
New Castle,Bellevue Lake,DE,39.7802840841276,-75.4885921676745,0.0423630703203313
New Castle,Constructed Wetland,DE,39.5948080911986,-75.7414657514876,0.00312650409887319
New Castle,Silver Lake,DE,39.4368559133069,-75.7006092499288,0.148210665044328
Kent,Lake Como,DE,39.2908509916459,-75.6042911948559,0.179207421473088
Kent,Walker Basin,DE,39.166051326872,-75.5599620564339,0.000612524707829661
New Castle,Smalleys Pond,DE,39.6515553643053,-75.6737558807611,0.093186958678897
Kent,Garrison's Lake,DE,39.2439185569215,-75.5952424903324,0.344382047190279
Sussex,Mill Pond,DE,38.4516903494426,-75.2085138036599,0.0638331425246019
New Castle,Hoopes Reservoir,DE,39.7835251933566,-75.6271728968551,0.770766188034125
New Castle,Newark Reservoir,DE,39.6955111191624,-75.7440478766742,0.124397576313081
New Castle,Becks Pond,DE,39.6230334925593,-75.7073500676361,0.11025533328457
Kent,Cypress Pond,DE,39.0964515898974,-75.491549713746,0.00548425336617926
Sussex,Abbots Pond,DE,38.8831358704478,-75.4765962169831,0.0617553422330693
Sussex,Haven Lake,DE,38.9111747769511,-75.4516660472431,0.335506042963819
Kent,Mirror Lake,DE,39.1599981816941,-75.5194402891592,0.014327932773355
Kent,Silver Lake,DE,39.1760380740619,-75.5312186483628,0.65764559462506
Sussex,Lake Gerar,DE,38.720023110712,-75.0803895674908,0.0234091094100042
Sussex,Turkle Pond,DE,38.8233332192501,-75.2595595980842,0.0447504063226206
Sussex,Private Boat Slips - Leisure Point Resort,DE,38.6372778621184,-75.1598038212487,0.0122353216713538
New Castle,Noxontown Pond,DE,39.4247565759805,-75.686915576135,0.611711714130889
Kent,Moore's Lake,DE,39.1273160577318,-75.5238828600529,0.110671736534372
Kent,McGinnis Pond,DE,39.0354940890897,-75.5151543598227,0.144183969273949
Kent,Andrews Lake,DE,39.0236315118077,-75.5130084083617,0.0807940675250558
Kent,Voshell Pond,DE,39.092423253117,-75.533042511344,0.0899383801887465
Kent,Wyoming Lake,DE,39.1238571176216,-75.5625295407449,0.191954290464376
Sussex,Millsboro Pond,DE,38.5995921823812,-75.2974421541523,0.571090024411117
Kent,Coursey Pond,DE,38.988751925634,-75.5180207566553,0.242552445312565
Kent,Killens Pond,DE,38.9815258592713,-75.5363501142369,0.326915406822128
Sussex,The Salt Pond,DE,38.5496576238179,-75.0663846328125,0.48568177301778
Sussex,George H.P. Smith Park Lake,DE,38.7716804779993,-75.1463177377298,0.017360462504825
Sussex,Half Shelf Pond,DE,38.6168341192887,-75.1490137607717,0.00794634396125439
Sussex,Red Mill Pond,DE,38.7550416638374,-75.2141081812461,0.775513152965292
Sussex,Ingrams Pond,DE,38.5871952065646,-75.3319264038394,0.226044973807831
Sussex,Raccoon Pond,DE,38.5122121177841,-75.4587929444742,0.0539517899671146
New Castle,Dove Run Stormwater Retention Pond,DE,39.4580229738727,-75.6939530935933,0.00349038166329572
New Castle,Constructed Wetland Drainage,DE,39.6007347518218,-75.7393385858719,0.00113293696232155
New Castle,Constructed Wetland Pond For Athletic Complex,DE,39.5983049221136,-75.7386684348944,0.00199745592283797
New Castle,Constructed Wetland Pond,DE,39.5969104626492,-75.7399770723969,0.0046059219861384
New Castle,Runoff Pond,DE,39.5875844421446,-75.7029615728889,5.96943168821225e-05
Sussex,Concord Pond,DE,38.6434599758981,-75.5474590500149,0.295004086242025
Sussex,Horseys Pond,DE,38.538593447274,-75.5778739562514,0.230691493684341
Sussex,Records Pond,DE,38.5587793927761,-75.5595074340868,0.327708175960114
Sussex,Chipmans Pond,DE,38.5659937807462,-75.5362121309967,0.210488906927038
Sussex,Tussock Pond,DE,38.5403334880198,-75.6359842173094,0.0281328097148903
Sussex,Portsville Pond,DE,38.5588603282063,-75.6305844981193,0.0774410285814119
Kent,Lake Bernard,DE,39.0889164638157,-75.4742292070573,0.00200267042342047
Sussex,Diamond Pond,DE,38.7636500199634,-75.3226845396898,0.167538221229387
Sussex,Morris Millpond,DE,38.6437666269182,-75.3156945519055,0.211331191487528
Sussex,Burton's Pond,DE,38.6712525873923,-75.1920333249478,0.157740177701147
Sussex,Wishbone Pond,DE,38.6160853923399,-75.1476692414685,0.00709036771646543
Sussex,Collins Creek,DE,38.5726544544309,-75.1109034028652,0.0346432367380979
Sussex,Trussum Pond,DE,38.5220568048562,-75.5114402779025,0.144012779768816
Sussex,Muddy Neck Pond,DE,38.5082456741144,-75.0786610675434,0.0885528508356205
Sussex,Sand Dollar Lake,DE,38.5247864964307,-75.12943167334,0.0280507921845844
Sussex,Lake Summerwind,DE,38.538308573834,-75.1310211408682,0.0254403555715046
New Castle,Rockwood Pond,DE,39.7724817048168,-75.5183747689094,0.00190391671894263
Sussex,Givens Pond,DE,38.5522637625119,-75.6344612515025,0.122263965492762
Sussex,Hearns Pond,DE,38.6828734302597,-75.6005607349535,0.225370840207956
Sussex,Collins Pond,DE,38.7152129811456,-75.5075325290706,0.554645001643846
Sussex,Williams Pond,DE,38.6495640716066,-75.5953536801153,0.351357920491052
Sussex,Patricks Pond,DE,38.6006244636937,-75.6436531677538,0.0391585994815787
Sussex,Reynolds Pond,DE,38.813829154076,-75.3494340868054,0.136744609304715
Sussex,Cubbage Pond,DE,38.8643738789052,-75.3959584724565,0.144655128479329
Sussex,Clendaniel Pond,DE,38.8555017595413,-75.4095594549958,0.0968110676166762
Sussex,Hudson Pond,DE,38.8383797209899,-75.4356301662599,0.0772147683044802
Sussex,Craigs Pond,DE,38.628921696669,-75.6492322395607,0.0605657619547289
Sussex,Gordons Pond,DE,38.7503309743816,-75.0882573455339,0.843212470145794
Sussex,Great Pine Lake,DE,38.5316068551849,-75.0701775663227,0.0272114207155469
Kent,Fire Pond,DE,39.1088915169757,-75.7060728809863,0.00127338331470111
Kent,Fire Pond 2,DE,39.1055123925388,-75.6993911253617,0.00291770928046719
Kent,Irrigation Pond,DE,39.0975422006192,-75.6991453696654,0.00160513352093034
Kent,Leech Pond,DE,39.0973984849035,-75.7014371382363,0.0018179576157709
New Castle,Folley Pond,DE,39.7163394624277,-75.5938112291968,0.0117724307532003
Sussex,Oak Pond,DE,38.8201113818796,-75.2618847650934,0.0264771075541697
Sussex,Horseshoe Pond,DE,38.81652252143,-75.2638495963478,0.0151712161883046
Sussex,Peach Pond,DE,38.8182517256293,-75.2667989019029,0.0124065586170979
Sussex,Teal Pond,DE,38.8143783671377,-75.2765194967765,0.00735796009971945
Sussex,Flaxhole Pond,DE,38.8169484461602,-75.2724206547244,0.0686745390601528
New Castle,Lewis Pond,DE,39.7186281486225,-75.5871209359624,0.00347936377828844
Kent,Schutte Park Pond,DE,39.148996456013,-75.557040340866,0.00778096087149269
Kent,Eden Roc Pond,DE,39.1985228787439,-75.601033061914,0.000915602735003224
New Castle,Millstone Pond,DE,39.7163256349045,-75.7712967034776,0.00170134322640178
Sussex,Goslee Mill Pond,DE,38.72018047125,-75.189454781143,0.12296120174378
New Castle,Sunset Lake,DE,39.6212051953305,-75.7333119778166,0.180370056800384
Sussex,Mulberry Pond,DE,38.4887723674683,-75.0810694714131,0.28793290346119
Sussex,35 Acre Pond,DE,38.4969544807501,-75.0811235719368,0.106920131850127
Sussex,Little Assawoman Bay,DE,38.4827097169384,-75.070811910252,10.0232718145488
Sussex,65 Acre Pond,DE,38.4948296265115,-75.0731304719136,0.23074764898961
Sussex,Futcher Pond,DE,38.7212913297297,-75.0967736518689,0.0176853994831992
New Castle,Blue Lagoon,DE,39.7285128319041,-75.6825422702887,0.00163767974084258
New Castle,Enchanted Lake,DE,39.7298793828394,-75.6859127248537,0.0328493754250101
New Castle,Cab Calloway Pond,DE,39.7728195456625,-75.67888939322,0.00171803789006265
Kent,Tubmill Pond,DE,38.9423555071477,-75.4295243316599,0.0385197760006683
Kent,Griffith Lake,DE,38.9088948170652,-75.4706804401696,0.179076083774709
Sussex,Wagamons Pond,DE,38.7757785825342,-75.3158868634718,0.158028875480534
Sussex,Holly Lake,DE,38.6602947137198,-75.1926954265549,0.0181173616988875
Kent,Mispillion River,DE,38.9152550829332,-75.4180714176497,0.0193351212329345
Kent,McCauley Pond,DE,38.9661913892911,-75.4991839088141,0.225942344298109
Kent,Tibury Creek,DE,39.112027143241,-75.5110985153995,0.00570828027774371
