st2,GEOID,NAME,lake,lat,lon
FL,12069,Lake,Lake Elza,28.934575606214,-81.7132760404971
FL,12069,Lake,Lake Francis,28.9342900864525,-81.7212185547463
FL,12069,Lake,Lake Holly,28.9409980822619,-81.7174031087055
FL,12069,Lake,Lake Yale,28.912429179996,-81.7364965510807
FL,12069,Lake,Shell Creek,28.9791816711348,-81.3695296274054
FL,12069,Lake,Dead River,28.9642178136783,-81.3675157938028
FL,12005,Bay,Massalina Bayou,30.1534501169035,-85.6568056696253
FL,12009,Brevard,Honeymoon Lake,28.2733650235553,-80.6700059624391
FL,12103,Pinellas,Lake Allen,27.8812790077474,-82.7526497239759
FL,12009,Brevard,Broadaxe Creek,28.6031934512175,-80.6147236323824
FL,12095,Orange,Reedy Lake,28.4157131381767,-81.6133581740152
FL,12095,Orange,Lake Speer,28.479154225098,-81.598887497538
FL,12103,Pinellas,Lake Seminole,27.8621001130001,-82.7790230869652
FL,12115,Sarasota,Ackerman Lake,27.3332511840255,-82.4428000935862
FL,12021,Collier,Upper Clam Bay,26.243871305609,-81.8168046171995
FL,12021,Collier,Inner Clam Bay,26.2311985792534,-81.8164407791235
FL,12073,Leon,Central Park Lake,30.3902620454768,-84.21855531408
FL,12103,Pinellas,Crescent Lake,27.7880885320619,-82.6415322918746
FL,12103,Pinellas,Sheffield Lake,27.7935327093967,-82.6999230180165
FL,12057,Hillsborough,Lake Behnke,28.0601200462662,-82.4247885649633
FL,12057,Hillsborough,Lake Wilford,28.0808670541189,-82.4765253610586
FL,12057,Hillsborough,Lake Magdalene,28.0819983090563,-82.4823831342764
FL,12103,Pinellas,Mirror Lake,27.7742534552137,-82.6422983676113
FL,12057,Hillsborough,Simmons Pond,28.0618978652485,-82.4183980329708
FL,12103,Pinellas,Round Lake,27.7791004874103,-82.6398019341675
FL,12057,Hillsborough,Castor Pond,28.063093866878,-82.4109828270975
FL,12057,Hillsborough,Sweetwater Creek,27.9769886140331,-82.5632576868951
FL,12057,Hillsborough,Harney Canal,28.0155719764091,-82.3631121747537
FL,12057,Hillsborough,Carlton Lake,27.7129249064675,-82.2408934189016
FL,12057,Hillsborough,Lake Wimauma,27.708667950018,-82.3123227492213
FL,12057,Hillsborough,Moody Pond,27.7136042280129,-82.294180634971
FL,12057,Hillsborough,Lake Thonotosassa,28.0609560474693,-82.2774298277696
FL,12081,Manatee,Beacon Lake,27.497121936289,-82.4683722950308
FL,12057,Hillsborough,C.W. Bill Young Regional Reservoir,27.8024617745643,-82.1764883334558
FL,12019,Clay,Kingsley Lake,29.9650552044999,-81.9989275768079
FL,12009,Brevard,Fox Lake,28.5923648773959,-80.8690540747738
FL,12009,Brevard,South Lake,28.6183333798434,-80.8703761524163
FL,12097,Osceola,Lake Rianhard,28.3165844279744,-81.540234408808
FL,12097,Osceola,Lake Evalyn,28.3156934882801,-81.5435465824095
FL,12103,Pinellas,Fossil Park Pond,27.834873079978,-82.6423017392575
FL,12103,Pinellas,Foch Lake,27.8264939848195,-82.6227082716248
FL,12103,Pinellas,Puryear Lake,27.8240458068271,-82.622829828915
FL,12103,Pinellas,Mystic Lake,27.8332720107108,-82.6360563309712
FL,12103,Pinellas,Lake Placido,27.816488284025,-82.6245841206618
FL,12011,Broward,Kimberly Lake,26.1773600238494,-80.1290943687557
FL,12095,Orange,Sandy Lake,28.4585483598839,-81.4660251842334
FL,12095,Orange,Tropical Lake,28.483605532087,-81.4389562798373
FL,12095,Orange,Lake Christie,28.4404381350557,-81.4066595433122
FL,12105,Polk,Crooked Lake,27.8088688586651,-81.568953219387
FL,12105,Polk,Lake Leonore,27.7957066529214,-81.5123550245671
FL,12105,Polk,Lake Easy,27.8578748043372,-81.5620377872635
FL,12105,Polk,Lizzie Lake,27.8175427964422,-81.6705012631772
FL,12105,Polk,Lake Pembroke,27.8559950863499,-81.667074102089
FL,12057,Hillsborough,Bellows Lake,27.9903699791934,-82.3799391718102
FL,12057,Hillsborough,Lake George,28.0688879828895,-82.4872764282441
FL,12057,Hillsborough,Pine Lake,28.0607227307854,-82.4724077569541
FL,12057,Hillsborough,Lake Eckles,28.0554493656195,-82.4722247619416
FL,12035,Flagler,Gore Lake,29.4603739640689,-81.2175529783543
FL,12095,Orange,Cay Lake,28.426487638549,-81.4484708357812
FL,12081,Manatee,Pleasant Lake,27.4487906022147,-82.4736661598011
FL,12115,Sarasota,Lake Ibis,27.3414135062339,-82.4309555555279
FL,12035,Flagler,Town Center Pond,29.4850079728147,-81.207633213428
FL,12095,Orange,Lake Bambi,28.3864025997976,-81.5665418209057
FL,12095,Orange,Lake Buena Vista,28.3773108713051,-81.5116532346452
FL,12086,Miami-Dade,Red-tailed Hawk Lake,25.7815348202478,-80.2995183143015
FL,12081,Manatee,Lake Uihlein,27.3942240473956,-82.4302366140055
FL,12086,Miami-Dade,American Wood Stork Lake,25.8586437421599,-80.3593719470173
FL,12103,Pinellas,Mastry Lake,27.8312103904739,-82.6520028037372
FL,12095,Orange,Lake Lucerne,28.5346675266886,-81.3775447831137
FL,12057,Hillsborough,Egypt Lake,28.0117402414961,-82.492574526671
FL,12001,Alachua,Lochloosa Lake,29.5186639763267,-82.1287760944996
FL,12001,Alachua,Newnans Lake,29.6445732031492,-82.2239595330005
FL,12095,Orange,Seven Seas Lagoon,28.4111930484049,-81.5829197597121
FL,12095,Orange,Willow Lake,28.3776685785738,-81.5204718968677
FL,12083,Marion,Lake Weir,29.014502737139,-81.9409284005086
FL,12061,Indian River,Blue Cypress Lake,27.7297169448548,-80.7542488667957
FL,12095,Orange,Little Lake Bryan,28.3803073633796,-81.4959415199606
FL,12095,Orange,Raccoon Lake,28.3532296880573,-81.6282447645826
FL,12001,Alachua,Lake Santa Fe,29.745855156332,-82.0790063812968
FL,12095,Orange,Ten Pin Pool,28.352191741304,-81.5436408781598
FL,12001,Alachua,Calf Pond,29.6280246161651,-82.2867709653323
FL,12001,Alachua,Sw 5th Ave Basin,29.646237768223,-82.331860816652
FL,12001,Alachua,Black Lake,29.7157003006974,-82.0698500164909
FL,12019,Clay,Keystone Lake,29.7819490101438,-82.0339749177789
FL,12107,Putnam,Lake Melrose,29.6954320141229,-82.0466992418158
FL,12081,Manatee,Lake Manatee,27.4860372495504,-82.3323158754985
FL,12099,Palm Beach,Lake Ida,26.4831409644477,-80.0809538420737
FL,12035,Flagler,Lake Lucille,29.4653634556639,-81.2559579807267
FL,12095,Orange,Lake Serene,28.4420500294483,-81.5002088599476
FL,12095,Orange,Lake Crowell,28.4196016889652,-81.4957884638302
FL,12095,Orange,Little Sand Lake,28.4453755413229,-81.4863073753725
FL,12095,Orange,Lake Sloat,28.4452020190971,-81.5088368962226
FL,12095,Orange,Lake Tucker,28.4458389433443,-81.5041738234575
FL,12086,Miami-Dade,Lake Laurence West,25.8788505010815,-80.3053165121862
FL,12086,Miami-Dade,Lake Laurence East,25.8788320876549,-80.3012689650587
FL,12086,Miami-Dade,Lake Tahoe,25.8792889915006,-80.2976021863311
FL,12011,Broward,McGinnis Ski School,26.0928832622655,-80.2128439799803
FL,12099,Palm Beach,Blue Lake,26.389393372237,-80.1149747553502
FL,12073,Leon,Moore Pond,30.5534261218386,-84.263718662025
FL,12127,Volusia,Planespotter Pond,29.1760114830395,-81.0629254497128
FL,12057,Hillsborough,Boat Lake,28.0418732259191,-82.4841132139201
FL,12057,Hillsborough,Twin Lake,28.0327917177268,-82.4895466263957
FL,12086,Miami-Dade,Lake Catalina,25.7207727457563,-80.3308007914824
FL,12057,Hillsborough,Lake Saint Charles,27.8797032293403,-82.3431135405445
FL,12086,Miami-Dade,Panda Pond,25.8234584478814,-80.3603584740536
FL,12086,Miami-Dade,Lake Lucas,25.8239606346707,-80.3576558098323
FL,12005,Bay,White Western Lake,30.4029566016999,-85.7024379867393
FL,12005,Bay,Black Pond,30.4181961051763,-85.7140463221973
FL,12057,Hillsborough,Lake Gadsden,27.8661456868737,-82.5003231181315
FL,12081,Manatee,Summerfield Lake,27.4274786793228,-82.4139893961698
FL,12081,Manatee,Heron Lake,27.4233021481626,-82.4167354845905
FL,12095,Orange,Lake Dot,28.5520514312261,-81.3866583228815
FL,12095,Orange,Lake Olive,28.5396114436793,-81.3673265114544
FL,12095,Orange,Lake Lawsona,28.5408335522844,-81.3641691542494
FL,12127,Volusia,Lake Woodruff,29.0978844607221,-81.4164766046143
FL,12127,Volusia,The Lagoon,28.9380582533888,-81.3410152646109
FL,12095,Orange,Lake Formosa,28.568532927362,-81.3689803074835
FL,12095,Orange,Lake Winyah,28.5782693907649,-81.3683514461803
FL,12095,Orange,Lake Estelle,28.574947276093,-81.3648185560575
FL,12095,Orange,Lake Susannah,28.5622074818276,-81.3232387632071
FL,12095,Orange,Lake Spier,28.5781378045242,-81.3299460629867
FL,12095,Orange,Lake Sarah,28.5853046575336,-81.4025997613613
FL,12095,Orange,Lake Emerald,28.5301056020118,-81.3629994595298
FL,12095,Orange,Lake of the Woods,28.5293610724232,-81.379202280542
FL,12095,Orange,Lake Hourglass,28.5220576396134,-81.3568987738936
FL,12095,Orange,Lake Cay Dee,28.5647472346536,-81.3451273065681
FL,12095,Orange,Lake Bell,28.6103455128891,-81.3786542008828
FL,12095,Orange,Lake Gear,28.5563210971235,-81.3310095763279
FL,12095,Orange,Lake Midget,28.5920056673978,-81.3614955814989
FL,12095,Orange,Rock Lake,28.5469049363779,-81.401472459647
FL,12095,Orange,Lake Nina,28.6248447679886,-81.3595911748569
FL,12095,Orange,Lake Lancaster,28.5248079433237,-81.3648830319524
FL,12095,Orange,Lake Theresa,28.5607034124498,-81.339158492311
FL,12095,Orange,Lake Lurna,28.5227770164757,-81.37414527835
FL,12095,Orange,Lake Giles,28.530198114088,-81.3342151676409
FL,12095,Orange,Lake Lorna Doone,28.5415243321753,-81.4030320589693
FL,12095,Orange,Lake Arnold,28.5301770667706,-81.3410483656159
FL,12095,Orange,Little Lake Fairview,28.5918376065813,-81.3890204238528
FL,12095,Orange,Lake Shannon,28.5647193938306,-81.3411558461611
FL,12095,Orange,Lake Sybelia,28.6263262452791,-81.3728656175728
FL,12095,Orange,Lake Silver,28.5782661418919,-81.3964329602494
FL,12095,Orange,Lake Minnehaha,28.632008861582,-81.3552160772341
FL,12095,Orange,Lake Weldona,28.5293400700472,-81.3605341064894
FL,12095,Orange,Lake Daniel,28.5820970793165,-81.4011831920561
FL,12095,Orange,Lake Beauty,28.5232921848473,-81.3773644582732
FL,12095,Orange,Lake Marlon,28.5591278887206,-81.3189141538475
FL,12095,Orange,Lake Eulalia,28.6192127910368,-81.3721301939948
FL,12095,Orange,Lake Druid,28.5605809508024,-81.3496087553896
FL,12095,Orange,South Lake,28.4183459415104,-81.537093550186
FL,12103,Pinellas,Lynch Lake,27.8361663395996,-82.6591662421898
FL,12009,Brevard,Lake Biblia,28.2819210806572,-80.7388335440718
FL,12091,Okaloosa,Plew Lake,30.5274602420428,-86.486395844653
FL,12095,Orange,Lake Marsha,28.477760208416,-81.4821886500923
FL,12095,Orange,Lake Floyd,28.4949928545464,-81.4972576683553
FL,12095,Orange,Lake Cane,28.4851390893875,-81.4725604405817
FL,12095,Orange,Lake Blanche,28.4807028685991,-81.5160921801554
FL,12095,Orange,Palm Lake,28.4771445969861,-81.4972767838376
FL,12095,Orange,Shadow Bay Pond,28.4908104787252,-81.4824309840573
FL,12095,Orange,Little Lake Sawyer,28.4733498688064,-81.5750941694006
FL,12095,Orange,Lake Sawyer,28.4688654906485,-81.5674674108261
FL,12095,Orange,Lake Reams,28.4410925071643,-81.5727682817961
FL,12095,Orange,Lake Smith,28.4766280585897,-81.5869984312809
FL,12095,Orange,Bluebird Pond,28.4899376805005,-81.5958689816686
FL,12095,Orange,Cawood Pond West,28.4937096477998,-81.595799344826
FL,12095,Orange,Cawood Pond East,28.4896553299669,-81.5901736572216
FL,12095,Orange,Lake Cawood,28.4845968089029,-81.5867145126945
FL,12095,Orange,Walsh Pond,28.4874485132409,-81.592867642578
FL,12095,Orange,Lake Kem,28.3609317104252,-81.6215935488241
FL,12095,Orange,Osage Lake,28.3509410487872,-81.6362742871892
FL,12095,Orange,Lake Austin,28.3618629382848,-81.6489773858075
FL,12095,Orange,Lake Rexford,28.3513159674408,-81.6414401344311
FL,12095,Orange,Lake Gifford,28.362955188054,-81.6427618407592
FL,12095,Orange,Mudd Lake,28.3539092861995,-81.651155584452
FL,12095,Orange,Lake Scott,28.3543043631976,-81.6391005383292
FL,12095,Orange,Little Osage Lake,28.3479552713332,-81.6366579301469
FL,12095,Orange,Lake Chapin,28.348235509623,-81.6444540389572
FL,12009,Brevard,Bevan Lake,28.2593583266311,-80.7195404093325
FL,12095,Orange,Lake Pat,28.4538424470405,-81.4628316716825
FL,12009,Brevard,Lake Hellen Blazes,28.0197563767048,-80.7959543272075
FL,12009,Brevard,Little Sawgrass Lake,28.0655069306059,-80.7892174819893
FL,12009,Brevard,Sawgrass Lake,28.0742539530279,-80.7781744052835
FL,12073,Leon,Lake Ella,30.4610299387439,-84.2793190997042
FL,12073,Leon,Philips Road Pond,30.4568483042979,-84.2455337709167
FL,12073,Leon,Buck Lake,30.4653151227551,-84.2013315088951
FL,12095,Orange,Lake George,28.5010190876282,-81.3191809559777
FL,12095,Orange,Lake Mac,28.3743034354385,-81.6502633282447
FL,12095,Orange,Doe Lake,28.3751172140881,-81.6395908635596
FL,12095,Orange,Lake Star,28.3845916474655,-81.6504299017191
FL,12095,Orange,Lake Heney,28.4094826430365,-81.6479259008762
FL,12095,Orange,Lake Luzom,28.3738879474473,-81.6439862243969
FL,12095,Orange,Huckleberry Lake,28.4346682088809,-81.6120906255331
FL,12095,Orange,Lake Oliver,28.3661715920876,-81.6481568587657
FL,12095,Orange,Lake Sentinel,28.3861568361874,-81.6446044183688
FL,12095,Orange,Red Lake,28.4041986238722,-81.2581122629803
FL,12095,Orange,Buck Lake,28.4085046308242,-81.2492823473102
FL,12095,Orange,Lake Nona,28.409492465774,-81.2719484807374
FL,12095,Orange,Lake Whippoorwill,28.3890325142046,-81.2361957825578
FL,12095,Orange,Lake Hart,28.3799787207697,-81.2119215998072
FL,12095,Orange,Lake Cherokee,28.5334400497645,-81.3711995399359
FL,12095,Orange,Bear Head Lake,28.4525064374904,-81.3615651765681
FL,12095,Orange,Lake Azalea,28.5426609712831,-81.3053617925548
FL,12095,Orange,Lake Bonnet,28.5382617367611,-81.5342039899762
FL,12095,Orange,Lake Whitney,28.5220202615924,-81.5525710726345
FL,12095,Orange,Lake Como,28.5358190269772,-81.3520228423522
FL,12095,Orange,Lake Lotta,28.5513881843706,-81.5115334392559
FL,12095,Orange,Lake Mary,28.4762485149763,-81.3776413758722
FL,12095,Orange,Lake Isleworth,28.4724435565059,-81.5286208934912
FL,12095,Orange,Lake Roberts,28.5177942536099,-81.5714980579355
FL,12095,Orange,Lake Jessamine,28.482019794336,-81.3852141420605
FL,12095,Orange,Fischer Lake,28.5390023447199,-81.517956614303
FL,12095,Orange,Lake Nally,28.5342707608491,-81.519647015842
FL,12095,Orange,Lake Porter,28.5120733643523,-81.3231447977538
FL,12095,Orange,Lake Inwood,28.4967006304739,-81.3344488635782
FL,12095,Orange,Lake Hartley,28.4774260279362,-81.6196076888727
FL,12095,Orange,Clear Lake,28.5213793809855,-81.4103037573333
FL,12095,Orange,Lake Buchanan,28.4966444172765,-81.4056555529541
FL,12095,Orange,Lake Fredrica,28.5083863431091,-81.3070661278402
FL,12095,Orange,Lake Downey,28.5676241707209,-81.241198584955
FL,12095,Orange,Lake Mann,28.5365536587817,-81.4265402823606
FL,12095,Orange,Lake Tyler,28.4906435585947,-81.3986754176638
FL,12095,Orange,Lake Wade,28.5162064036487,-81.3676257383489
FL,12095,Orange,Lake Beulah,28.5355389803051,-81.5638088815436
FL,12095,Orange,Lake Jennie Jewel,28.4983516946212,-81.3719985277612
FL,12095,Orange,Lake Rhea,28.5197405898101,-81.5483703503493
FL,12095,Orange,Lake Barton,28.5509514035392,-81.3157092992561
FL,12095,Orange,Lake Herrick,28.546604258807,-81.4857742706558
FL,12095,Orange,Lake Anderson,28.4990705273213,-81.3368278706325
FL,12095,Orange,Lake Milly,28.4926368539755,-81.3877514513165
FL,12095,Orange,Lake Ingram,28.4608433815604,-81.6437586994969
FL,12095,Orange,Lake Cathy,28.5201386098727,-81.4761991918748
FL,12069,Lake,Lake Needham,28.4451195107789,-81.658028926677
FL,12095,Orange,Lake Underhill,28.5389225079498,-81.337075072581
FL,12095,Orange,Lake Ellenor,28.4664934907244,-81.4059246234019
FL,12095,Orange,Lake Lilly,28.5449557670458,-81.5347543869502
FL,12095,Orange,Lake Mare Prairie,28.4594844518078,-81.3237538389323
FL,12095,Orange,Lake Olivia,28.5231195459451,-81.5183510580518
FL,12095,Orange,Bass Lake,28.5118402521177,-81.3424327259213
FL,12095,Orange,Lake Steer,28.5291430040034,-81.5001620185545
FL,12095,Orange,Lake Estes,28.4804483274173,-81.5664666697697
FL,12095,Orange,Lake Buynak,28.501867913174,-81.5703469446577
FL,12095,Orange,Lake Sunset,28.5363632700081,-81.4114067750443
FL,12095,Orange,Lake Margaret,28.5018169831727,-81.346866861152
FL,12095,Orange,Lake Willisara,28.508043083083,-81.3611961888787
FL,12095,Orange,Lake Gloria,28.4602830837176,-81.3721137712035
FL,12095,Orange,Lake Hugh,28.5357916254804,-81.514148729547
FL,12095,Orange,Geyer Lake,28.5368911634146,-81.4846855306045
FL,12095,Orange,Lake La Grange,28.5077838705236,-81.3423916442809
FL,12095,Orange,Lake Tennessee,28.5103354280997,-81.3324037662009
FL,12095,Orange,Turkey Lake,28.5026209533187,-81.4707149070365
FL,12095,Orange,Lake Yarbo,28.5088074967217,-81.5962634222001
FL,12095,Orange,Lake Holden,28.5046598416712,-81.3875765936783
FL,12095,Orange,Crystal Lake,28.5161620689056,-81.3573850366155
FL,12095,Orange,Lake Reaves,28.5255413632585,-81.5642036641961
FL,12095,Orange,Lake Kehoe,28.5531665810851,-81.2148788309088
FL,12095,Orange,Lake Farrar,28.5083817754945,-81.3210251855923
FL,12095,Orange,Lake Luntz,28.5107595642383,-81.5803242323803
FL,12095,Orange,Lake Hancock,28.4606009379891,-81.6123312789622
FL,12095,Orange,Lake Greenwood,28.5353821790232,-81.3612520112112
FL,12095,Orange,Little Fish Lake,28.4098962807927,-81.5129992541567
FL,12095,Orange,Lake Ruby,28.3962577706354,-81.4971609657436
FL,12095,Orange,Lake Tibet,28.4532774465068,-81.5236857604469
FL,12095,Orange,Lake Chase,28.4748050588933,-81.5217563611378
FL,12095,Orange,Pocket Lake,28.4206864382829,-81.5129541011301
FL,12095,Orange,Lake Willis,28.3985961509366,-81.4791256382225
FL,12095,Orange,Big Sand Lake,28.4272045126625,-81.4876297153778
FL,12095,Orange,Lake Rouse,28.5733082361744,-81.2122157019659
FL,12095,Orange,Lake Jean,28.5887216679472,-81.2767058688297
FL,12095,Orange,Lake Irma,28.5907896132602,-81.2663486820342
FL,12095,Orange,Lake Waunatta,28.6023291363906,-81.2787183539903
FL,12095,Orange,Lake Ruth,28.6064183452711,-81.2164667753674
FL,12095,Orange,Lake Telfer,28.5895025440471,-81.257391998298
FL,12095,Orange,Lake Douglas,28.58243104391,-81.2552200938646
FL,12095,Orange,Lake Paxton,28.5911378120524,-81.146969004474
FL,12117,Seminole,Deep Lake,28.6128167312354,-81.2533118459142
FL,12095,Orange,Lake Tanner,28.5824518887379,-81.152672414818
FL,12095,Orange,Lake Georgia,28.6062876964521,-81.2467014790755
FL,12095,Orange,Lake Claire,28.6092209644274,-81.2028843821106
FL,12095,Orange,Lake Ebby,28.6022867724995,-81.213137442077
FL,12095,Orange,Lake Mira,28.5975022756884,-81.27205678825
FL,12095,Orange,Perch Lake,28.6076156862549,-81.2860778578942
FL,12095,Orange,Corner Lake,28.5823340204242,-81.1294518194339
FL,12095,Orange,Lake Lee,28.5908427374484,-81.2069797244298
FL,12095,Orange,Lake Drawdy,28.5919219160425,-81.1248320961432
FL,12095,Orange,Lake Phillips,28.6015828645814,-81.242262031671
FL,12095,Orange,Lake Nan,28.6073410397536,-81.280622792783
FL,12095,Orange,Lake Price,28.5973142244605,-81.1747793129679
FL,12095,Orange,Lake Lovely,28.6242995393722,-81.4117668079693
FL,12095,Orange,Little Lake Barton,28.556783128639,-81.3157178941705
FL,12095,Orange,Lake Virginia,28.5885220545467,-81.3445215652573
FL,12095,Orange,Lake Lily,28.6217510010017,-81.3657008736807
FL,12095,Orange,Lake Hope,28.6386535919623,-81.3727788532139
FL,12095,Orange,Sanchez Lake,28.6034800853087,-81.4754339502468
FL,12095,Orange,Lake Sylvan,28.598752671247,-81.3345343518986
FL,12095,Orange,Lake Lockhart,28.622680581212,-81.4325490798498
FL,12095,Orange,Lake Weston,28.6162755117904,-81.40918598826
FL,12095,Orange,Hungerford Lake,28.6209426874762,-81.3895470748875
FL,12095,Orange,Lake Baldwin,28.5726298015562,-81.3224104681646
FL,12095,Orange,Lake Charity,28.6355409826682,-81.3793176530878
FL,12095,Orange,Lake Grace,28.6356266067385,-81.4694598635465
FL,12095,Orange,Lake Lawne,28.5642445240978,-81.4380950352433
FL,12095,Orange,Lake Mizell,28.5932672424754,-81.3379782129841
FL,12095,Orange,Lake Hill,28.6366457468294,-81.437677953591
FL,12095,Orange,Horseshoe Lake,28.5958268033057,-81.4714300712926
FL,12095,Orange,Lake Faith,28.6388296824136,-81.3669661554854
FL,12095,Orange,Lake Beggs,28.624180697553,-81.461902186508
FL,12095,Orange,Lake Howard,28.5743636552609,-81.3426268701072
FL,12095,Orange,Lake Knowles,28.611421894247,-81.3358360061228
FL,12095,Orange,Lake Small,28.586195774871,-81.4748757557629
FL,12095,Orange,Lake Chelton,28.5783034105734,-81.3491984702195
FL,12095,Orange,Long Lake,28.6174234854815,-81.4676561363809
FL,12095,Orange,Lake Maitland,28.6168035871129,-81.3508412042611
FL,12095,Orange,Lake Berry,28.5859602547422,-81.3332410196905
FL,12095,Orange,Lake Fairview,28.5928003020208,-81.4057923296312
FL,12095,Orange,Lake Adair,28.5597311340541,-81.3907991505413
FL,12095,Orange,Lake Betty,28.6387041124012,-81.4492947565517
FL,12095,Orange,Lake Gandy,28.6274136419818,-81.432502245443
FL,12095,Orange,Lake Concord,28.5566636453981,-81.384828242567
FL,12095,Orange,Lake Lucien,28.6267610271861,-81.3912724893631
FL,12095,Orange,Bosse Lake,28.6380520254131,-81.4328134603968
FL,12117,Seminole,Lake Destiny,28.6404932273384,-81.3916433602496
FL,12095,Orange,Lake Wibar,28.6123416324778,-81.3327964946134
FL,12095,Orange,Lake Osceola,28.6025547205953,-81.3420421076161
FL,12095,Orange,Lake Tiny,28.588426996141,-81.469675146134
FL,12095,Orange,Lake Shadow,28.622076689077,-81.4031273496619
FL,12095,Orange,Harvest Lake,28.6233356313748,-81.3959895892701
FL,12095,Orange,Lake Sparling,28.6014011396812,-81.4599164318535
FL,12069,Lake,Lake Florence,28.5975136105284,-81.682409988263
FL,12069,Lake,Sawgrass Pond,28.6032179347271,-81.6737843676144
FL,12095,Orange,Lake Grassmere,28.7193842325507,-81.585536864029
FL,12095,Orange,Buchan Pond,28.6947409360405,-81.5154488139158
FL,12095,Orange,Lake Fuller,28.6623648007638,-81.5305685606665
FL,12095,Orange,Lake Cora Lee,28.6257896803043,-81.509728774364
FL,12095,Orange,Lake Merril,28.7267814476218,-81.5444505803278
FL,12095,Orange,Club Lake,28.7338033610975,-81.5072415500743
FL,12095,Orange,Lake Jewel,28.6536817603955,-81.5128377526163
FL,12095,Orange,Lake Gentile,28.6451327119976,-81.5154569323538
FL,12095,Orange,Clear Water Lake,28.6756463023737,-81.5510818987975
FL,12095,Orange,Lake Sims,28.6128679310623,-81.5231063081632
FL,12095,Orange,Round Lake,28.7790970776737,-81.5950948959667
FL,12095,Orange,Lake Fanny,28.7422733282873,-81.61801991122
FL,12095,Orange,Sawdust Lake,28.7486436902164,-81.6141503738753
FL,12095,Orange,Swan Lake,28.7339721593289,-81.5947234643938
FL,12095,Orange,Lake Barlow,28.5840840571247,-81.4954238909426
FL,12095,Orange,Lower Doe Lake,28.6752795111073,-81.5376578034448
FL,12095,Orange,King Lake,28.7353421373732,-81.5890927656448
FL,12095,Orange,Page Lake,28.6596834755808,-81.4732336499776
FL,12095,Orange,Sheppard Lake,28.682255411399,-81.5434969581375
FL,12095,Orange,Lake Opal,28.6558067297803,-81.5196302149554
FL,12095,Orange,Heiniger Lake,28.6820910620343,-81.548747667066
FL,12095,Orange,Otter Lake,28.7412358510925,-81.6191881579954
FL,12095,Orange,Starke Lake,28.5708606172227,-81.5363550706604
FL,12095,Orange,Lake Haines,28.7180443478965,-81.5502753481554
FL,12095,Orange,Lake Eva,28.6908812180901,-81.5457522502279
FL,12095,Orange,Lake Todd,28.6959909112735,-81.5436446880696
FL,12095,Orange,Prays Pond,28.780347247999,-81.531767790737
FL,12095,Orange,Peach Lake,28.5838847320101,-81.5315052118218
FL,12095,Orange,Lake Annie,28.7176584261015,-81.5437233163109
FL,12095,Orange,Grass Pond,28.7858480245698,-81.6197140269453
FL,12095,Orange,Lake Alden,28.6985529464342,-81.535298518074
FL,12095,Orange,Lake Lerla,28.7734208878922,-81.5204184040329
FL,12095,Orange,Crooked Lake,28.596341448406,-81.4811498687038
FL,12095,Orange,Lake Olympia,28.5681282296651,-81.5234346158271
FL,12095,Orange,Lake Hiawatha,28.6896590779798,-81.5283389435857
FL,12095,Orange,Wolf Lake,28.7263797298828,-81.5357210242795
FL,12095,Orange,Lake Audie,28.7219966168453,-81.5012697529153
FL,12095,Orange,Lake Maynard,28.6447756439399,-81.5244791414345
FL,12095,Orange,Upper Doe Lake,28.6783619285408,-81.5408088284893
FL,12095,Orange,Lake Cora,28.7242543771203,-81.5323897814791
FL,12095,Orange,Holts Lake,28.6866561279119,-81.556489577298
FL,12095,Orange,Lake Addah,28.609302851922,-81.5075358012259
FL,12095,Orange,Fox Lake,28.7414596876758,-81.5118535850604
FL,12095,Orange,Lake Maggiore,28.7372636526524,-81.6035395285364
FL,12095,Orange,Lake McDade,28.6648771690009,-81.4664098351753
FL,12095,Orange,Lake Lenore,28.6298009463693,-81.5012951764475
FL,12095,Orange,Pike Lake,28.6496848618285,-81.5013320702441
FL,12095,Orange,Lake Victor,28.7303878147426,-81.5614762517902
FL,12095,Orange,Prairie Lake,28.5948176209165,-81.5089384715335
FL,12095,Orange,Blue Lake,28.6581715318302,-81.4679635198701
FL,12095,Orange,Lake Wilkins,28.7032878841819,-81.5722992120865
FL,12095,Orange,Lake Cortez,28.6759337083853,-81.4640185501046
FL,12095,Orange,Lake Bennet,28.5532331753005,-81.5343351990659
FL,12095,Orange,Lake Ola,28.7543070764138,-81.6347661339686
FL,12095,Orange,Lake Genie,28.5889963869485,-81.4910777838781
FL,12095,Orange,McKay Lake,28.6897099784722,-81.5710901592344
FL,12095,Orange,Lake Carter,28.6366507697368,-81.538958861322
FL,12095,Orange,Trout Lake,28.6172800517643,-81.5136160303126
FL,12095,Orange,Lake Pleasant,28.6569218759782,-81.481855340827
FL,12095,Orange,Prevatt Lake,28.7117819267875,-81.4896084099025
FL,12095,Orange,Lake Meadow,28.5996976148246,-81.5205479725359
FL,12095,Orange,Lake Stanley,28.5818331471303,-81.500144123471
FL,12095,Orange,Lake Standish,28.699976051692,-81.5511417893292
FL,12095,Orange,Lake Witherington,28.6715905844535,-81.5366274349542
FL,12095,Orange,Smith Lake,28.7706731565872,-81.5698627348949
FL,12095,Orange,Lake Mitchell,28.6342482350111,-81.5197778358907
FL,12095,Orange,Lake Rutherford,28.6446656105522,-81.5347122922056
FL,12095,Orange,Lake McCoy,28.6892615457893,-81.4970090480487
FL,12095,Orange,Lake Semmes,28.6557821747934,-81.5371556158903
